cliente_id,tipo_cliente,num_transacciones,dias_activos,gasto_total,ingresos_totales,ticket_promedio,ticket_mediano,num_comercios_distintos,num_categorias_distintas,pagos_recurrentes,depositos_recurrentes,porcentaje_tdc,porcentaje_tdd,uso_credito,revolvencia,concentracion_proveedores,estacionalidad,antiguedad_meses,perfil_sintetico,transacciones_por_dia_activo,gasto_promedio_mensual,ingreso_promedio_mensual,ratio_ingreso_gasto,indice_recurrencia,diversidad_operativa,exposicion_credito,intensidad_operativa
EMP_00949,empresarial,357,338,262544.84,396979.57,667.39,471.8,47,20,77,71,0.439,0.551,0.721,0.34,0.828,0.288,104,empresarial,1.0562,2524.47,3817.11,1.512,0.4146,0.1877,0.5,11.7008
EMP_00950,empresarial,409,288,1211806.07,1362817.92,2548.15,2331.62,70,21,80,49,0.176,0.789,0.476,0.44,0.337,0.063,56,empresarial,1.4201,21639.39,24336.03,1.1246,0.3154,0.2225,0.364,11.6767
EMP_00951,empresarial,232,164,335479.48,439056.02,1505.8,1296.66,110,20,52,24,0.33,0.597,0.612,0.155,0.877,0.491,48,empresarial,1.4146,6989.16,9147.0,1.3087,0.3276,0.5603,0.3657,10.5466
EMP_00952,empresarial,112,232,163844.55,237765.6,1382.41,1166.29,96,21,29,19,0.337,0.612,0.545,0.515,0.555,0.483,93,empresarial,0.4828,1761.77,2556.62,1.4512,0.4286,1.0446,0.4657,10.1653
EMP_00953,empresarial,255,259,228469.66,366028.83,911.78,817.73,30,11,70,52,0.673,0.278,0.686,0.591,0.808,0.494,95,empresarial,0.9846,2404.94,3852.94,1.6021,0.4784,0.1608,0.65,11.0981
EMP_00954,empresarial,395,255,879744.29,1277131.91,1941.15,1471.42,127,12,129,53,0.511,0.409,0.394,0.253,0.576,0.068,43,empresarial,1.549,20459.17,29700.74,1.4517,0.4608,0.3519,0.386,11.5202
EMP_00955,empresarial,201,275,264800.09,284092.19,1406.39,1091.12,99,15,63,14,0.602,0.396,0.367,0.364,0.437,0.412,28,empresarial,0.7309,9457.15,10146.15,1.0729,0.3831,0.5672,0.4443,10.9201
EMP_00956,empresarial,500,195,495204.44,610206.05,1055.57,938.43,74,17,148,83,0.541,0.433,0.579,0.385,0.623,0.445,91,empresarial,2.5641,5441.81,6705.56,1.2322,0.462,0.182,0.5017,11.4876
EMP_00957,empresarial,311,249,453274.75,567325.59,1531.38,1079.56,121,20,66,40,0.821,0.169,0.685,0.66,0.703,0.121,13,empresarial,1.249,34867.29,43640.43,1.2516,0.3408,0.4534,0.722,11.2573
EMP_00958,empresarial,193,268,133937.61,170939.28,694.53,590.49,77,19,49,32,0.122,0.863,0.392,0.384,0.458,0.359,12,empresarial,0.7201,11161.47,14244.94,1.2763,0.4197,0.4974,0.2993,10.8537
EMP_00959,empresarial,349,290,281783.67,462538.94,708.51,619.49,77,22,79,38,0.307,0.676,0.328,0.078,0.875,0.367,50,empresarial,1.2034,5635.67,9250.78,1.6415,0.3352,0.2837,0.2377,11.525
EMP_00960,empresarial,393,201,309295.94,322770.17,879.65,785.01,104,23,81,28,0.776,0.174,0.639,0.78,0.721,0.03,58,empresarial,1.9552,5332.69,5565.0,1.0436,0.2774,0.3232,0.7317,11.2771
EMP_00961,empresarial,404,226,694713.91,847158.17,1630.76,1194.7,141,15,65,48,0.509,0.469,0.455,0.224,0.803,0.173,26,empresarial,1.7876,26719.77,32583.01,1.2194,0.2797,0.3861,0.396,11.422
EMP_00962,empresarial,90,96,117715.57,158329.9,1406.18,1185.44,137,19,21,15,0.651,0.296,0.49,0.157,0.805,0.254,61,empresarial,0.9375,1929.76,2595.57,1.345,0.4,1.7333,0.4327,9.0643
EMP_00963,empresarial,90,211,167305.29,180191.37,2187.62,1532.59,104,15,19,11,0.506,0.435,0.67,0.352,0.829,0.117,62,empresarial,0.4265,2698.47,2906.31,1.077,0.3333,1.3222,0.5093,9.8517
EMP_00964,empresarial,492,216,547631.85,733353.01,956.81,848.34,107,17,135,50,0.622,0.346,0.554,0.348,0.402,0.05,42,empresarial,2.2778,13038.85,17460.79,1.3391,0.376,0.252,0.508,11.5738
EMP_00965,empresarial,165,189,326188.87,355775.86,1792.49,1426.16,116,19,28,22,0.542,0.415,0.72,0.136,0.33,0.307,110,empresarial,0.873,2965.35,3234.33,1.0907,0.303,0.8182,0.466,10.3477
EMP_00966,empresarial,492,254,767906.85,1207868.53,1342.35,1113.88,62,8,105,86,0.637,0.352,0.398,0.16,0.752,0.068,67,empresarial,1.937,11461.3,18027.89,1.5729,0.3882,0.1423,0.3983,11.7358
EMP_00967,empresarial,510,242,465920.06,558291.37,947.59,837.98,112,28,86,44,0.319,0.621,0.485,0.503,0.487,0.194,85,empresarial,2.1074,5481.41,6568.13,1.1983,0.2549,0.2745,0.4357,11.7234
EMP_00968,empresarial,190,121,343634.09,469124.92,1655.45,1326.75,76,20,55,32,0.241,0.725,0.453,0.511,0.339,0.658,16,empresarial,1.5702,21477.13,29320.31,1.3652,0.4579,0.5053,0.4017,10.0429
EMP_00969,empresarial,207,257,298933.43,426903.78,1369.6,1098.53,103,16,57,34,0.306,0.627,0.722,0.091,0.611,0.05,15,empresarial,0.8054,19928.9,28460.25,1.4281,0.4396,0.5749,0.373,10.8818
EMP_00970,empresarial,441,194,497211.07,607482.0,1081.14,855.74,89,26,100,54,0.707,0.251,0.155,0.082,0.459,0.368,67,empresarial,2.2732,7421.06,9066.9,1.2218,0.3492,0.2608,0.3147,11.3569
EMP_00971,empresarial,276,272,330087.22,413225.53,1433.16,1181.16,108,17,52,57,0.696,0.248,0.21,0.448,0.468,0.18,105,empresarial,1.0147,3143.69,3935.48,1.2519,0.3949,0.4529,0.4513,11.2262
EMP_00972,empresarial,542,174,611347.04,829561.62,1333.55,1136.39,98,19,191,106,0.833,0.138,0.156,0.189,0.369,0.156,28,empresarial,3.1149,21833.82,29627.2,1.3569,0.548,0.2159,0.3927,11.4543
EMP_00973,empresarial,604,247,709857.1,1101404.98,1320.08,1152.75,30,16,167,69,0.639,0.331,0.637,0.133,0.615,0.337,59,empresarial,2.4453,12031.48,18667.88,1.5516,0.3907,0.0762,0.4697,11.913
EMP_00974,empresarial,193,229,249064.34,328460.23,1184.07,813.64,100,25,57,14,0.679,0.286,0.731,0.404,0.88,0.164,22,empresarial,0.8428,11321.11,14930.01,1.3188,0.3679,0.6477,0.6047,10.6964
EMP_00975,empresarial,230,262,207320.39,278636.8,813.97,621.5,112,18,61,26,0.91,0.039,0.465,0.24,0.596,0.286,36,empresarial,0.8779,5758.9,7739.91,1.344,0.3783,0.5652,0.5383,11.0064
EMP_00976,empresarial,342,252,523270.04,739522.3,1453.02,1138.89,107,19,110,34,0.865,0.094,0.178,0.203,0.667,0.507,60,empresarial,1.3571,8721.17,12325.37,1.4133,0.4211,0.3684,0.4153,11.3643
EMP_00977,empresarial,110,231,98306.69,127861.57,1005.12,707.29,92,23,37,16,0.399,0.537,0.826,0.265,0.497,0.611,42,empresarial,0.4762,2340.64,3044.32,1.3006,0.4818,1.0455,0.4967,10.1429
EMP_00978,empresarial,137,161,138234.37,207242.59,917.33,789.26,138,20,32,27,0.408,0.588,0.469,0.316,0.699,0.359,20,empresarial,0.8509,6911.72,10362.13,1.4992,0.4307,1.1533,0.3977,10.0014
EMP_00979,empresarial,218,164,238843.13,244393.61,1272.71,1025.16,103,18,65,42,0.459,0.469,0.459,0.218,0.183,0.338,19,empresarial,1.3293,12570.69,12862.82,1.0232,0.4908,0.555,0.3787,10.4844
EMP_00980,empresarial,690,213,1510018.38,2021602.07,1916.57,1304.13,106,22,142,78,0.278,0.648,0.732,0.315,0.411,0.222,6,empresarial,3.2394,251669.73,336933.68,1.3388,0.3188,0.1855,0.4417,11.898
EMP_00981,empresarial,364,245,531121.22,865297.74,1522.27,1265.81,122,28,106,47,0.473,0.507,0.401,0.512,0.728,0.18,68,empresarial,1.4857,7810.61,12724.97,1.6292,0.4203,0.4121,0.462,11.3984
EMP_00982,empresarial,246,212,299789.88,427649.21,1126.56,857.72,104,19,59,18,0.401,0.591,0.408,0.719,0.814,0.155,71,empresarial,1.1604,4222.39,6023.23,1.4265,0.313,0.5,0.5093,10.8619
EMP_00983,empresarial,207,279,202010.28,270900.6,1107.69,946.46,72,18,33,30,0.419,0.535,0.278,0.411,0.59,0.113,71,empresarial,0.7419,2845.22,3815.5,1.341,0.3043,0.4348,0.3693,10.9639
EMP_00984,empresarial,189,230,324354.16,496111.49,1839.12,1329.92,32,19,66,15,0.909,0.086,0.655,0.402,0.426,0.229,30,empresarial,0.8217,10811.81,16537.05,1.5295,0.4286,0.2698,0.6553,10.6798
EMP_00985,empresarial,254,192,130483.44,166937.97,514.59,350.07,83,23,85,51,0.382,0.6,0.462,0.357,0.551,0.093,82,empresarial,1.3229,1591.26,2035.83,1.2794,0.5354,0.4173,0.4003,10.7949
EMP_00986,empresarial,248,230,487483.0,647563.69,1968.24,1379.42,115,16,54,47,0.91,0.049,0.586,0.487,0.343,0.259,74,empresarial,1.0783,6587.61,8750.86,1.3284,0.4073,0.5282,0.661,10.9515
EMP_00987,empresarial,297,257,162753.02,186971.55,640.93,503.58,86,17,107,30,0.297,0.654,0.581,0.407,0.875,0.271,55,empresarial,1.1556,2959.15,3399.48,1.1488,0.4613,0.3468,0.4283,11.2428
EMP_00988,empresarial,400,263,316234.79,348482.75,777.07,667.91,116,12,89,67,0.312,0.672,0.582,0.14,0.491,0.124,51,empresarial,1.5209,6200.68,6833.0,1.102,0.39,0.32,0.3447,11.5636
EMP_00989,empresarial,317,348,304646.18,315870.87,1134.57,935.95,99,13,80,47,0.726,0.199,0.778,0.585,0.54,0.185,37,empresarial,0.9109,8233.68,8537.05,1.0368,0.4006,0.3533,0.6963,11.6111
EMP_00990,empresarial,451,208,1820960.1,2736531.33,3503.27,2394.81,128,16,149,82,0.598,0.387,0.522,0.164,0.663,0.153,60,empresarial,2.1683,30349.34,45608.86,1.5028,0.5122,0.3193,0.428,11.449
EMP_00991,empresarial,288,241,797238.2,1059533.93,2848.41,2341.35,87,18,64,39,0.721,0.267,0.499,0.245,0.537,0.312,99,empresarial,1.195,8052.91,10702.36,1.329,0.3576,0.3646,0.4883,11.1478
EMP_00992,empresarial,623,268,1154406.55,1893195.74,1894.53,1507.52,107,25,156,60,0.635,0.352,0.75,0.529,0.377,0.416,86,empresarial,2.3246,13423.33,22013.9,1.64,0.3467,0.2119,0.638,12.0255
EMP_00993,empresarial,447,244,751364.17,854074.59,1635.57,1424.86,108,20,131,71,0.405,0.521,0.282,0.597,0.667,0.184,48,empresarial,1.832,15653.42,17793.22,1.1367,0.4519,0.2864,0.428,11.5997
EMP_00994,empresarial,360,217,255384.93,301617.02,644.09,477.66,134,14,67,29,0.32,0.61,0.212,0.332,0.506,0.237,70,empresarial,1.659,3648.36,4308.81,1.181,0.2667,0.4111,0.288,11.266
EMP_00995,empresarial,401,160,509618.79,734645.62,1503.93,1282.17,51,15,98,61,0.473,0.524,0.636,0.317,0.823,0.318,25,empresarial,2.5062,20384.75,29385.82,1.4416,0.3965,0.1646,0.4753,11.0692
EMP_00996,empresarial,257,217,308329.79,325606.89,1118.03,929.78,83,23,57,26,0.571,0.371,0.552,0.326,0.568,0.066,75,empresarial,1.1843,4111.06,4341.43,1.056,0.323,0.4125,0.483,10.929
EMP_00997,empresarial,295,186,338341.04,457522.6,999.24,828.89,117,23,87,49,0.08,0.914,0.129,0.191,0.691,0.372,33,empresarial,1.586,10252.76,13864.32,1.3523,0.461,0.4746,0.1333,10.9127
EMP_00998,empresarial,290,150,426244.07,469535.04,1502.7,1168.1,135,18,54,54,0.645,0.349,0.401,0.161,0.535,0.105,74,empresarial,1.9333,5760.06,6345.07,1.1016,0.3724,0.5276,0.4023,10.6805
EMP_00999,empresarial,234,201,222973.84,251185.01,1155.32,789.18,101,16,48,20,0.781,0.213,0.437,0.375,0.502,0.062,135,empresarial,1.1642,1651.66,1860.63,1.1265,0.2906,0.5,0.531,10.7586
EMP_01000,empresarial,174,187,320875.72,435744.71,2028.61,1470.81,87,22,53,22,0.734,0.2,0.621,0.102,0.672,0.237,40,empresarial,0.9305,8021.89,10893.62,1.358,0.431,0.6264,0.4857,10.3902
EMP_01001,empresarial,410,277,296684.69,414049.22,624.47,551.17,115,14,78,71,0.438,0.528,0.604,0.189,0.493,0.497,134,empresarial,1.4801,2214.06,3089.92,1.3956,0.3634,0.3146,0.4103,11.6402
EMP_01002,empresarial,481,278,602856.68,699279.34,1453.17,1203.29,118,20,118,45,0.277,0.678,0.259,0.202,0.715,0.23,68,empresarial,1.7302,8865.54,10283.52,1.1599,0.3389,0.2869,0.246,11.8035
EMP_01003,empresarial,386,195,309935.62,371618.23,973.38,796.96,86,27,117,58,0.818,0.18,0.702,0.201,0.517,0.195,35,empresarial,1.9795,8855.3,10617.66,1.199,0.4534,0.2927,0.5737,11.2289
EMP_01004,empresarial,316,231,433413.79,523351.92,1185.54,955.74,104,19,99,52,0.793,0.135,0.677,0.546,0.561,0.475,34,empresarial,1.368,12747.46,15392.7,1.2075,0.4778,0.3892,0.672,11.1982
EMP_01005,empresarial,739,143,1337169.3,1489064.36,1600.29,1117.74,126,15,132,88,0.427,0.494,0.363,0.378,0.53,0.166,119,empresarial,5.1678,11236.72,12513.15,1.1136,0.2977,0.1908,0.3893,11.5682
EMP_01006,empresarial,245,218,212697.26,352519.28,880.71,672.37,144,20,81,46,0.535,0.446,0.862,0.134,0.596,0.157,68,empresarial,1.1239,3127.9,5184.11,1.6574,0.5184,0.6694,0.5103,10.8858
EMP_01007,empresarial,365,267,452611.43,668440.07,1508.66,1250.07,114,16,111,52,0.673,0.274,0.538,0.263,0.648,0.105,40,empresarial,1.367,11315.29,16711.0,1.4769,0.4466,0.3562,0.4913,11.4872
EMP_01008,empresarial,509,290,675341.97,738253.86,1287.96,914.62,96,12,116,80,0.441,0.505,0.62,0.223,0.724,0.354,50,empresarial,1.7552,13506.84,14765.08,1.0932,0.3851,0.2122,0.428,11.9023
EMP_01009,empresarial,198,206,235344.33,295527.93,1066.94,961.35,94,21,62,18,0.534,0.389,0.51,0.059,0.387,0.506,67,empresarial,0.9612,3512.6,4410.86,1.2557,0.404,0.5808,0.3677,10.6162
EMP_01010,empresarial,423,303,451164.85,511583.87,1155.58,805.94,109,22,129,31,0.312,0.649,0.53,0.405,0.298,0.659,55,empresarial,1.396,8203.0,9301.52,1.1339,0.3783,0.3097,0.4157,11.7611
EMP_01011,empresarial,640,162,745049.5,875205.81,1319.61,1112.63,92,17,179,49,0.46,0.521,0.591,0.486,0.708,0.274,64,empresarial,3.9506,11641.4,13675.09,1.1747,0.3562,0.1703,0.5123,11.5491
EMP_01012,empresarial,327,176,382110.42,626682.23,1019.95,767.31,100,16,89,64,0.467,0.504,0.59,0.471,0.39,0.118,103,empresarial,1.858,3709.81,6084.29,1.6401,0.4679,0.3547,0.5093,10.9605
EMP_01013,empresarial,351,284,543534.8,603463.29,1412.31,1253.12,67,14,108,68,0.272,0.677,0.705,0.583,0.77,0.295,25,empresarial,1.2359,21741.39,24138.53,1.1103,0.5014,0.2308,0.52,11.5098
EMP_01014,empresarial,246,337,302438.17,484105.44,1252.84,1100.55,129,17,89,45,0.698,0.264,0.651,0.306,0.362,0.153,72,empresarial,0.73,4200.53,6723.69,1.6007,0.5447,0.5935,0.5517,11.3254
EMP_01015,empresarial,399,272,497988.45,784636.14,1089.27,827.81,65,16,110,39,0.417,0.577,0.478,0.102,0.642,0.531,53,empresarial,1.4669,9396.01,14804.46,1.5756,0.3734,0.203,0.3323,11.5948
EMP_01016,empresarial,231,243,658913.82,995500.87,2745.54,2171.47,84,14,74,33,0.554,0.381,0.376,0.275,0.595,0.208,42,empresarial,0.9506,15688.42,23702.4,1.5108,0.4632,0.4242,0.4017,10.9355
EMP_01017,empresarial,319,124,620262.85,836012.93,1676.39,1525.83,98,26,99,58,0.31,0.621,0.191,0.231,0.869,0.235,84,empresarial,2.5726,7384.08,9952.53,1.3478,0.4922,0.3887,0.244,10.5855
EMP_01018,empresarial,164,134,168546.99,200659.01,1199.02,990.27,147,20,54,27,0.542,0.42,0.621,0.217,0.605,0.413,16,empresarial,1.2239,10534.19,12541.19,1.1905,0.4939,1.0183,0.46,9.9978
EMP_01019,empresarial,90,252,131651.22,206487.92,1497.06,1020.16,84,20,32,8,0.654,0.304,0.708,0.156,0.414,0.251,6,empresarial,0.3571,21941.87,34414.65,1.5684,0.4444,1.1556,0.506,10.0293
EMP_01020,empresarial,267,225,260018.76,408356.73,914.83,792.73,78,22,53,52,0.834,0.127,0.717,0.268,0.76,0.522,61,empresarial,1.1867,4262.6,6694.37,1.5705,0.3933,0.3745,0.6063,11.0034
EMP_01021,empresarial,265,184,300307.74,410433.16,1172.1,898.67,81,21,51,25,0.754,0.204,0.81,0.421,0.626,0.248,51,empresarial,1.4402,5888.39,8047.71,1.3667,0.2868,0.3849,0.6617,10.7947
EMP_01022,empresarial,277,249,322539.73,339126.28,1230.98,918.56,138,16,77,26,0.342,0.65,0.493,0.528,0.703,0.515,18,empresarial,1.1124,17918.87,18840.35,1.0514,0.3718,0.556,0.4543,11.1415
EMP_01023,empresarial,441,251,393711.75,451726.9,834.09,733.76,30,19,110,86,0.298,0.667,0.123,0.246,0.607,0.328,9,empresarial,1.757,43745.75,50191.88,1.1474,0.4444,0.1111,0.2223,11.6145
EMP_01024,empresarial,486,297,835881.17,883539.0,1656.88,1511.42,69,17,133,67,0.53,0.434,0.353,0.135,0.804,0.368,107,empresarial,1.6364,7811.97,8257.37,1.057,0.4115,0.177,0.3393,11.8799
EMP_01025,empresarial,371,253,389385.22,443390.26,1138.7,791.27,166,20,119,45,0.382,0.538,0.391,0.663,0.657,0.682,68,empresarial,1.4664,5726.25,6520.44,1.1387,0.442,0.5013,0.4787,11.4496
EMP_01026,empresarial,428,313,508622.53,689467.36,1212.82,938.34,110,19,148,63,0.519,0.477,0.723,0.106,0.485,0.073,56,empresarial,1.3674,9082.55,12311.92,1.3556,0.493,0.3014,0.4493,11.8053
EMP_01027,empresarial,234,245,278815.05,441574.58,1108.92,828.51,66,16,57,49,0.406,0.569,0.429,0.288,0.811,0.135,114,empresarial,0.9551,2445.75,3873.46,1.5838,0.453,0.3504,0.3743,10.9566
EMP_01028,empresarial,210,239,1071531.28,1554937.95,4879.6,4369.49,94,13,64,18,0.405,0.555,0.92,0.267,0.649,0.216,83,empresarial,0.8787,12910.02,18734.19,1.4511,0.3905,0.5095,0.5307,10.8236
EMP_01029,empresarial,402,304,421301.11,596813.45,1066.04,946.91,97,19,80,71,0.432,0.5,0.449,0.126,0.614,0.339,103,empresarial,1.3224,4090.3,5794.31,1.4166,0.3756,0.2886,0.3357,11.7135
EMP_01030,empresarial,197,191,106297.72,160897.47,590.61,529.34,117,17,53,23,0.525,0.438,0.599,0.724,0.485,0.337,23,empresarial,1.0314,4621.64,6995.54,1.5136,0.3858,0.6802,0.616,10.5355
EMP_01031,empresarial,187,365,115817.23,167048.01,719.12,496.36,143,10,31,16,0.551,0.426,0.7,0.114,0.328,0.051,22,empresarial,0.5123,5264.42,7593.09,1.4423,0.2513,0.8182,0.455,11.131
EMP_01032,empresarial,902,266,1961158.51,2574338.24,1937.02,1340.47,105,20,235,116,0.344,0.613,0.137,0.332,0.474,0.144,72,empresarial,3.391,27238.31,35754.7,1.3127,0.3891,0.1386,0.271,12.3881
EMP_01033,empresarial,336,266,925005.89,1441288.56,2468.36,2005.14,81,22,90,49,0.649,0.327,0.077,0.226,0.423,0.311,66,empresarial,1.2632,14015.24,21837.71,1.5581,0.4137,0.3065,0.3173,11.4006
EMP_01034,empresarial,265,274,291662.58,357205.51,1057.48,761.45,115,28,81,26,0.644,0.312,0.337,0.302,0.542,0.404,89,empresarial,0.9672,3277.11,4013.55,1.2247,0.4038,0.5396,0.4277,11.1929
EMP_01035,empresarial,252,348,622778.33,1016720.4,2409.46,1703.58,77,16,73,32,0.661,0.284,0.648,0.45,0.613,0.404,11,empresarial,0.7241,56616.21,92429.13,1.6326,0.4167,0.369,0.5863,11.3816
EMP_01036,empresarial,167,289,279048.91,306028.97,1922.67,1427.56,68,16,39,27,0.417,0.541,0.373,0.502,0.791,0.166,74,empresarial,0.5779,3770.93,4135.53,1.0967,0.3952,0.503,0.4307,10.7844
EMP_01037,empresarial,368,157,469366.66,676295.74,1300.39,1105.66,49,14,59,55,0.615,0.336,0.465,0.271,0.787,0.07,82,empresarial,2.3439,5723.98,8247.51,1.4409,0.3098,0.1712,0.4503,10.9643
EMP_01038,empresarial,288,322,361402.13,488016.04,1262.2,1061.76,54,19,53,49,0.709,0.288,0.781,0.06,0.462,0.321,80,empresarial,0.8944,4517.53,6100.2,1.3503,0.3542,0.2535,0.5167,11.4375
EMP_01039,empresarial,481,226,720603.81,937507.5,1519.24,1319.38,72,19,171,90,0.449,0.498,0.313,0.578,0.343,0.16,44,empresarial,2.1283,16377.36,21306.99,1.301,0.5426,0.1892,0.4467,11.5964
EMP_01040,empresarial,408,251,753401.94,982144.42,2035.57,1414.84,64,15,141,52,0.334,0.588,0.133,0.619,0.741,0.376,69,empresarial,1.6255,10918.87,14233.98,1.3036,0.473,0.1936,0.362,11.5367
EMP_01041,empresarial,284,175,408529.42,428080.4,1663.81,1437.43,103,17,64,37,0.462,0.499,0.44,0.31,0.579,0.066,34,empresarial,1.6229,12015.57,12590.6,1.0479,0.3556,0.4225,0.404,10.8138
EMP_01042,empresarial,124,274,151809.15,230142.54,1059.7,845.37,64,10,26,17,0.762,0.174,0.263,0.39,0.21,0.603,47,empresarial,0.4526,3229.98,4896.65,1.516,0.3468,0.5968,0.4717,10.4334
EMP_01043,empresarial,337,209,449998.45,563645.14,1308.76,988.27,30,22,83,50,0.737,0.219,0.544,0.295,0.494,0.086,27,empresarial,1.6124,16666.61,20875.75,1.2525,0.3947,0.1543,0.5253,11.1624
EMP_01044,empresarial,324,251,1185358.7,1581956.01,3236.12,2674.55,68,15,97,28,0.839,0.105,0.293,0.351,0.88,0.189,35,empresarial,1.2908,33867.39,45198.74,1.3346,0.3858,0.2562,0.4943,11.3062
EMP_01045,empresarial,112,229,186107.42,293940.31,1564.79,1364.32,83,18,26,13,0.549,0.426,0.701,0.308,0.519,0.111,48,empresarial,0.4891,3877.24,6123.76,1.5794,0.3482,0.9018,0.5193,10.1523
EMP_01046,empresarial,388,351,877870.82,1229801.87,2028.63,1430.04,79,12,67,36,0.781,0.142,0.741,0.671,0.696,0.426,42,empresarial,1.1054,20901.69,29281.0,1.4009,0.2655,0.2345,0.731,11.8218
EMP_01047,empresarial,194,354,307661.21,486704.08,1766.49,1543.47,135,16,47,24,0.75,0.233,0.212,0.339,0.18,0.277,35,empresarial,0.548,8790.32,13905.83,1.5819,0.366,0.7784,0.4337,11.1372
EMP_01048,empresarial,491,248,665508.52,739028.84,1579.42,1289.86,79,17,104,101,0.687,0.3,0.211,0.461,0.534,0.186,20,empresarial,1.9798,33275.43,36951.44,1.1105,0.4175,0.1955,0.453,11.7099
EMP_01049,empresarial,316,249,484838.55,584715.09,1473.88,1221.57,118,18,71,48,0.337,0.659,0.659,0.494,0.221,0.265,108,empresarial,1.2691,4489.25,5414.03,1.206,0.3766,0.4304,0.4967,11.2732
EMP_01050,empresarial,249,224,520199.72,608860.16,2052.69,1828.84,95,20,48,32,0.499,0.458,0.18,0.191,0.63,0.223,41,empresarial,1.1116,12687.8,14850.25,1.1704,0.3213,0.4618,0.29,10.9291
EMP_01051,empresarial,356,306,579421.23,929959.85,1904.22,1619.34,94,24,104,53,0.264,0.686,0.488,0.064,0.856,0.212,64,empresarial,1.1634,9053.46,14530.62,1.605,0.441,0.3315,0.272,11.5985
EMP_01052,empresarial,347,227,567754.58,871973.24,1573.15,1290.06,73,21,92,57,0.818,0.13,0.165,0.177,0.727,0.146,8,empresarial,1.5286,70969.32,108996.66,1.5358,0.4294,0.2709,0.3867,11.2743
EMP_01053,empresarial,342,222,318637.37,500422.08,1052.18,800.34,93,22,73,45,0.521,0.465,0.485,0.119,0.535,0.446,92,empresarial,1.5405,3463.45,5439.37,1.5705,0.345,0.3363,0.375,11.2375
EMP_01054,empresarial,464,299,659848.39,920707.01,1655.63,1328.6,75,24,126,62,0.46,0.488,0.744,0.655,0.341,0.072,60,empresarial,1.5518,10997.47,15345.12,1.3953,0.4052,0.2134,0.6197,11.8403
EMP_01055,empresarial,365,215,586983.98,684243.87,1369.03,1205.81,99,20,94,61,0.726,0.261,0.639,0.223,0.341,0.28,43,empresarial,1.6977,13650.79,15912.65,1.1657,0.4247,0.326,0.5293,11.2705
EMP_01056,empresarial,240,243,302861.72,384276.68,1237.11,1136.84,89,18,77,19,0.61,0.33,0.253,0.432,0.686,0.094,43,empresarial,0.9877,7043.3,8936.67,1.2688,0.4,0.4458,0.4317,10.9737
EMP_01057,empresarial,292,158,1188969.4,1644580.78,4337.64,3736.77,70,22,103,43,0.431,0.547,0.178,0.25,0.776,0.72,78,empresarial,1.8481,15243.2,21084.37,1.3832,0.5,0.3151,0.2863,10.7394
EMP_01058,empresarial,563,284,355251.67,366806.54,737.75,641.58,121,22,105,83,0.415,0.551,0.486,0.283,0.775,0.249,6,empresarial,1.9824,59208.61,61134.42,1.0325,0.3339,0.254,0.3947,11.9823
EMP_01059,empresarial,230,352,557062.6,803375.57,2106.06,1785.64,106,21,77,40,0.153,0.818,0.151,0.598,0.367,0.359,33,empresarial,0.6534,16880.68,24344.71,1.4422,0.5087,0.5522,0.3007,11.3017
EMP_01060,empresarial,386,285,438604.49,694843.32,980.12,846.89,83,12,116,80,0.821,0.15,0.328,0.743,0.822,0.072,52,empresarial,1.3544,8434.7,13362.37,1.5842,0.5078,0.2461,0.6307,11.6083
EMP_01061,empresarial,471,325,639470.68,789694.69,1487.87,1098.59,99,15,141,85,0.845,0.097,0.191,0.113,0.534,0.073,51,empresarial,1.4492,12538.64,15484.21,1.2349,0.4798,0.242,0.383,11.9387
EMP_01062,empresarial,401,198,1621883.4,2381997.05,4141.47,3237.47,93,17,94,56,0.871,0.049,0.122,0.424,0.576,0.338,123,empresarial,2.0253,13186.04,19365.83,1.4687,0.3741,0.2743,0.4723,11.2822
EMP_01063,empresarial,337,258,333353.54,446410.98,939.93,764.58,72,21,77,32,0.294,0.664,0.05,0.068,0.582,0.146,46,empresarial,1.3062,7246.82,9704.59,1.3392,0.3234,0.276,0.1373,11.3731
EMP_01064,empresarial,359,193,320774.64,328032.21,1038.96,843.5,97,18,58,55,0.629,0.339,0.561,0.311,0.536,0.395,82,empresarial,1.8601,3911.89,4000.39,1.0226,0.3148,0.3203,0.5003,11.146
EMP_01065,empresarial,411,232,582135.08,702890.18,1397.79,1150.86,79,23,146,77,0.62,0.357,0.214,0.397,0.434,0.222,104,empresarial,1.7716,5597.45,6758.56,1.2074,0.5426,0.2482,0.4103,11.4653
EMP_01066,empresarial,229,287,203028.54,277821.77,986.51,901.32,70,23,64,46,0.664,0.286,0.669,0.126,0.499,0.095,73,empresarial,0.7979,2781.21,3805.78,1.3684,0.4803,0.4061,0.4863,11.0932
EMP_01067,empresarial,325,251,597783.26,895742.11,2041.22,1807.02,53,23,78,60,0.527,0.437,0.564,0.325,0.769,0.403,37,empresarial,1.2948,16156.3,24209.25,1.4984,0.4246,0.2338,0.472,11.3093
EMP_01068,empresarial,737,167,859849.15,1105200.47,1124.95,988.47,86,23,198,71,0.615,0.323,0.493,0.139,0.357,0.449,20,empresarial,4.4132,42992.46,55260.02,1.2853,0.365,0.1479,0.4157,11.7206
