cliente_id,tipo_cliente,score_empresarial,seleccionado,cluster,arquetipo,num_transacciones,dias_activos,gasto_total,ingresos_totales,ticket_promedio,ticket_mediano,num_comercios_distintos,num_categorias_distintas,pagos_recurrentes,depositos_recurrentes,porcentaje_tdc,porcentaje_tdd,uso_credito,revolvencia,concentracion_proveedores,estacionalidad,antiguedad_meses,transacciones_por_dia_activo,gasto_promedio_mensual,ingreso_promedio_mensual,ratio_ingreso_gasto,indice_recurrencia,diversidad_operativa,exposicion_credito,intensidad_operativa,perfil_sintetico
PEL_00326,personal,0.647884,True,3.0,Negocio digital,144,119,61322.34,68018.75,402.05,287.72,24,6,9,4,0.412,0.546,0.298,0.208,0.45,0.465,63,1.2101,973.37,1079.66,1.1092,0.0903,0.2083,0.306,9.749,personal_comportamiento_empresarial_latente
PER_02524,personal,0.290371,False,,No seleccionado,53,43,23117.57,37993.4,381.55,262.5,17,9,6,2,0.302,0.634,0.079,0.169,0.136,0.47,50,1.2326,462.35,759.87,1.6435,0.1509,0.4906,0.1833,7.7319,personal_tradicional
PER_01684,personal,0.404206,False,,No seleccionado,58,74,17082.31,19080.7,281.08,191.3,35,11,1,4,0.169,0.79,0.285,0.295,0.288,0.135,42,0.7838,406.72,454.3,1.117,0.0862,0.7931,0.2497,8.3647,personal_tradicional
PER_03002,personal,0.355714,False,,No seleccionado,152,22,67007.55,68973.19,502.88,453.0,35,8,8,2,0.406,0.563,0.228,0.077,0.371,0.121,64,6.9091,1046.99,1077.71,1.0293,0.0658,0.2829,0.237,8.1152,personal_tradicional
PER_02982,personal,0.238642,False,,No seleccionado,60,104,42453.44,67991.97,846.18,702.83,46,4,2,4,0.243,0.756,0.071,0.112,0.334,0.524,71,0.5769,597.94,957.63,1.6016,0.1,0.8333,0.142,8.7389,personal_tradicional
PEL_00050,personal,0.255854,False,,No seleccionado,56,104,21759.46,34896.45,371.85,298.39,18,7,2,1,0.144,0.778,0.105,0.184,0.363,0.412,59,0.5385,368.8,591.47,1.6037,0.0536,0.4464,0.1443,8.6699,personal_comportamiento_empresarial_latente
PER_00653,personal,0.27586,False,,No seleccionado,20,78,17869.13,26764.89,796.88,615.61,35,7,1,1,0.353,0.604,0.275,0.02,0.169,0.109,55,0.2564,324.89,486.63,1.4978,0.1,2.1,0.216,7.3531,personal_tradicional
PER_00173,personal,0.56699,False,,No seleccionado,113,121,92151.47,151347.2,811.43,677.36,23,11,8,7,0.172,0.786,0.668,0.3,0.216,0.065,24,0.9339,3839.64,6306.13,1.6424,0.1327,0.3009,0.38,9.5233,personal_tradicional
PER_00039,personal,0.298469,False,,No seleccionado,186,15,45824.79,74756.5,229.49,157.63,32,6,13,14,0.159,0.762,0.37,0.332,0.031,0.312,35,12.4,1309.28,2135.9,1.6314,0.1452,0.2043,0.287,7.9342,personal_tradicional
PEL_00258,personal,0.423358,False,,No seleccionado,21,162,8647.24,12332.94,436.9,391.3,36,10,2,1,0.588,0.381,0.248,0.268,0.232,0.035,29,0.1296,298.18,425.27,1.4262,0.1429,2.1905,0.368,8.1324,personal_comportamiento_empresarial_latente
PER_00714,personal,0.425625,False,,No seleccionado,29,128,15055.88,19263.25,510.13,356.19,27,9,3,1,0.674,0.3,0.157,0.098,0.445,0.347,40,0.2266,376.4,481.58,1.2795,0.1379,1.2414,0.3097,8.2196,personal_tradicional
PER_00091,personal,0.420777,False,,No seleccionado,16,73,12494.11,18890.65,815.71,607.79,27,9,1,1,0.521,0.471,0.662,0.09,0.416,0.197,53,0.2192,235.74,356.43,1.512,0.125,2.25,0.4243,7.0639,personal_tradicional
PEL_00366,personal,0.634755,False,,No seleccionado,153,118,142389.91,219268.24,1052.74,870.4,15,9,7,7,0.435,0.545,0.131,0.023,0.45,0.043,29,1.2966,4910.0,7560.97,1.5399,0.0915,0.1569,0.1963,9.8012,personal_comportamiento_empresarial_latente
PER_01206,personal,0.267826,False,,No seleccionado,32,70,16355.79,18328.41,468.93,365.94,20,3,1,2,0.271,0.702,0.102,0.303,0.334,0.107,16,0.4571,1022.24,1145.53,1.1206,0.0938,0.7188,0.2253,7.7147,personal_tradicional
PER_02881,personal,0.295859,False,,No seleccionado,58,111,63692.0,101018.98,1011.43,844.76,31,11,2,4,0.255,0.736,0.106,0.057,0.283,0.599,51,0.5225,1248.86,1980.76,1.5861,0.1034,0.7241,0.1393,8.7701,personal_tradicional
PER_03014,personal,0.404529,False,,No seleccionado,33,144,20579.63,30981.49,620.88,482.06,35,8,1,1,0.523,0.432,0.082,0.216,0.149,0.243,38,0.2292,541.57,815.3,1.5054,0.0606,1.303,0.2737,8.4665,personal_tradicional
PER_01828,personal,0.359926,False,,No seleccionado,50,108,33268.21,35521.78,588.79,436.43,32,10,1,3,0.089,0.907,0.37,0.441,0.186,0.292,57,0.463,583.65,623.19,1.0677,0.08,0.84,0.3,8.5943,personal_tradicional
PER_01156,personal,0.314404,False,,No seleccionado,123,121,65233.97,102903.48,560.83,454.74,22,8,10,3,0.208,0.766,0.062,0.149,0.123,0.326,21,1.0165,3106.38,4900.17,1.5775,0.1057,0.2439,0.1397,9.608,personal_tradicional
PER_01325,personal,0.365362,False,,No seleccionado,78,42,27599.76,31577.32,322.99,243.07,29,11,5,6,0.276,0.651,0.159,0.036,0.407,0.131,6,1.8571,4599.96,5262.89,1.1441,0.141,0.5128,0.157,8.0947,personal_tradicional
PER_00217,personal,0.706358,True,2.0,Profesionista independiente,61,128,48367.1,80526.45,845.19,685.98,9,11,7,1,0.536,0.396,0.253,0.395,0.278,0.115,51,0.4766,948.37,1578.95,1.6649,0.1311,0.3279,0.3947,8.963,personal_tradicional
PER_00511,personal,0.417748,False,,No seleccionado,130,137,87876.92,96708.51,670.94,539.93,32,10,7,7,0.059,0.873,0.18,0.23,0.155,0.254,13,0.9489,6759.76,7439.12,1.1005,0.1077,0.3231,0.1563,9.7876,personal_tradicional
PER_01681,personal,0.182571,False,,No seleccionado,45,139,13262.53,15653.57,305.29,207.92,38,3,1,1,0.056,0.913,0.331,0.076,0.203,0.055,21,0.3237,631.55,745.41,1.1803,0.0444,0.9111,0.1543,8.7413,personal_tradicional
PER_00500,personal,0.570703,False,,No seleccionado,151,103,162495.01,256949.38,981.18,776.1,38,11,18,12,0.217,0.736,0.162,0.168,0.142,0.28,78,1.466,2083.27,3294.22,1.5813,0.1987,0.3245,0.1823,9.6521,personal_tradicional
PER_02887,personal,0.739919,True,4.0,Operador estacional,112,86,136887.08,196541.93,1178.67,836.71,34,6,9,6,0.374,0.626,0.285,0.205,0.275,0.153,25,1.3023,5475.48,7861.68,1.4358,0.1339,0.3571,0.288,9.1729,personal_tradicional
PER_01857,personal,0.241243,False,,No seleccionado,65,100,63985.29,103128.26,1070.25,947.83,55,7,8,2,0.124,0.852,0.116,0.082,0.159,0.438,44,0.65,1454.21,2343.82,1.6117,0.1538,0.9538,0.1073,8.7797,personal_tradicional
PER_01389,personal,0.287852,False,,No seleccionado,32,103,17396.22,19632.38,557.6,403.51,54,11,4,1,0.309,0.62,0.194,0.172,0.163,0.225,44,0.3107,395.37,446.19,1.1285,0.1562,2.0312,0.225,8.1008,personal_tradicional
PER_01520,personal,0.351078,False,,No seleccionado,89,83,19811.74,21200.16,262.14,220.72,10,8,7,6,0.214,0.715,0.463,0.104,0.134,0.175,39,1.0723,507.99,543.59,1.0701,0.1461,0.2022,0.2603,8.9076,personal_tradicional
PER_02387,personal,0.409186,False,,No seleccionado,41,28,21416.25,34615.7,517.8,367.8,10,8,2,1,0.433,0.547,0.119,0.091,0.064,0.225,58,1.4643,369.25,596.82,1.6163,0.0732,0.439,0.2143,7.0466,personal_tradicional
PEL_00420,personal,0.312314,False,,No seleccionado,115,99,74805.7,80820.03,553.45,435.61,34,8,10,7,0.253,0.671,0.106,0.304,0.095,0.025,13,1.1616,5754.28,6216.93,1.0804,0.1478,0.3652,0.221,9.3401,personal_comportamiento_empresarial_latente
PER_02077,personal,0.603766,False,,No seleccionado,60,130,93264.69,122559.83,1483.36,1263.85,24,10,6,3,0.244,0.701,0.281,0.071,0.45,0.206,59,0.4615,1580.76,2077.29,1.3141,0.15,0.5667,0.1987,8.962,personal_tradicional
PER_01541,personal,0.281658,False,,No seleccionado,44,118,42685.28,56933.06,841.05,668.04,36,11,2,2,0.259,0.696,0.206,0.084,0.139,0.44,79,0.3729,540.32,720.67,1.3338,0.0909,1.0682,0.183,8.5551,personal_tradicional
PER_01218,personal,0.566589,False,,No seleccionado,93,120,34016.45,53965.94,434.68,320.57,20,7,2,6,0.543,0.391,0.167,0.32,0.302,0.112,47,0.775,723.75,1148.21,1.5865,0.086,0.2903,0.3433,9.3202,personal_tradicional
PER_02682,personal,0.337049,False,,No seleccionado,12,167,5760.16,7505.11,486.11,337.43,28,6,2,1,0.503,0.417,0.347,0.01,0.183,0.26,56,0.0719,102.86,134.02,1.3029,0.25,2.8333,0.2867,7.6034,personal_tradicional
PEL_00262,personal,0.488562,False,,No seleccionado,70,111,66050.58,99670.54,826.33,642.83,25,4,7,2,0.264,0.668,0.483,0.178,0.158,0.221,27,0.6306,2446.32,3691.5,1.509,0.1286,0.4143,0.3083,8.9582,personal_comportamiento_empresarial_latente
PER_01417,personal,0.307861,False,,No seleccionado,50,78,21133.92,24371.73,495.95,449.7,22,8,3,4,0.178,0.786,0.173,0.245,0.342,0.049,46,0.641,459.43,529.82,1.1532,0.14,0.6,0.1987,8.269,personal_tradicional
PER_02218,personal,0.268933,False,,No seleccionado,95,27,67012.35,83752.37,602.46,487.48,25,8,2,1,0.136,0.807,0.288,0.078,0.34,0.077,79,3.5185,848.26,1060.16,1.2498,0.0316,0.3474,0.1673,7.8501,personal_tradicional
PER_02934,personal,0.42913,False,,No seleccionado,84,25,97544.12,145435.73,1152.62,914.55,29,6,6,2,0.381,0.597,0.138,0.074,0.19,0.088,48,3.36,2032.17,3029.91,1.491,0.0952,0.4167,0.1977,7.6502,personal_tradicional
PER_01677,personal,0.319392,False,,No seleccionado,88,120,69180.21,91900.39,673.97,490.1,33,7,2,5,0.064,0.898,0.144,0.15,0.182,0.241,29,0.7333,2385.52,3168.98,1.3284,0.0795,0.4545,0.1193,9.2649,personal_tradicional
PER_01198,personal,0.766389,True,3.0,Negocio digital,109,119,69471.69,99255.6,756.12,579.23,37,8,4,5,0.637,0.329,0.524,0.099,0.336,0.104,52,0.916,1335.99,1908.76,1.4287,0.0826,0.4128,0.42,9.4705,personal_tradicional
PER_01543,personal,0.346124,False,,No seleccionado,49,140,44637.99,58477.51,823.77,740.56,19,6,5,2,0.233,0.696,0.13,0.148,0.16,0.092,20,0.35,2231.9,2923.88,1.31,0.1429,0.5102,0.1703,8.8336,personal_tradicional
PER_02540,personal,0.498147,False,,No seleccionado,72,62,70094.13,111287.5,965.64,669.55,43,2,2,5,0.361,0.582,0.163,0.207,0.193,0.137,29,1.1613,2417.04,3837.5,1.5877,0.0972,0.625,0.2437,8.404,personal_tradicional
PER_00954,personal,0.508097,False,,No seleccionado,134,103,179896.46,266711.65,1461.84,1206.18,29,6,8,10,0.242,0.75,0.092,0.441,0.177,0.029,39,1.301,4612.73,6838.76,1.4826,0.1343,0.2612,0.2583,9.5326,personal_tradicional
PER_02636,personal,0.913278,True,1.0,Comerciante intensivo,198,143,129384.53,200279.42,640.88,446.54,48,13,18,8,0.608,0.364,0.118,0.021,0.394,0.283,38,1.3846,3404.86,5270.51,1.5479,0.1313,0.3081,0.249,10.2511,personal_tradicional
PER_00751,personal,0.468605,False,,No seleccionado,67,123,37820.79,49663.02,626.74,534.15,32,4,6,5,0.308,0.614,0.054,0.237,0.437,0.135,33,0.5447,1146.08,1504.94,1.3131,0.1642,0.5373,0.1997,9.017,personal_tradicional
PER_02706,personal,0.291775,False,,No seleccionado,65,100,34106.54,50528.48,608.19,559.02,37,9,6,3,0.128,0.862,0.09,0.097,0.336,0.059,40,0.65,852.66,1263.21,1.4815,0.1385,0.7077,0.105,8.7797,personal_tradicional
PER_00235,personal,0.52669,False,,No seleccionado,85,127,121129.08,138291.93,1226.38,883.62,22,7,7,5,0.272,0.708,0.164,0.6,0.143,0.405,68,0.6693,1781.31,2033.7,1.1417,0.1412,0.3412,0.3453,9.2869,personal_tradicional
PER_00733,personal,0.283192,False,,No seleccionado,66,91,23454.39,29883.21,384.7,285.67,43,7,6,4,0.198,0.724,0.474,0.029,0.359,0.033,12,0.7253,1954.53,2490.27,1.2741,0.1515,0.7576,0.2337,8.7007,personal_tradicional
PEL_00411,personal,0.560278,False,,No seleccionado,86,86,91982.44,142325.37,1008.99,778.46,30,12,10,3,0.372,0.575,0.192,0.059,0.096,0.115,40,1.0,2299.56,3558.13,1.5473,0.1512,0.4884,0.2077,8.9088,personal_comportamiento_empresarial_latente
PER_01157,personal,0.35532,False,,No seleccionado,26,44,28330.69,46911.27,1117.75,919.01,21,7,2,0,0.189,0.763,0.482,0.205,0.242,0.191,66,0.5909,429.25,710.78,1.6558,0.0769,1.0769,0.292,7.0432,personal_tradicional
PER_03001,personal,0.319365,False,,No seleccionado,53,97,48868.6,78784.85,974.55,744.42,53,12,3,3,0.276,0.697,0.236,0.023,0.45,0.044,15,0.5464,3257.91,5252.32,1.6122,0.1132,1.2264,0.1783,8.5452,personal_tradicional
PER_02446,personal,0.179294,False,,No seleccionado,37,86,16502.45,24454.94,423.03,382.13,33,9,4,2,0.233,0.757,0.186,0.086,0.251,0.16,3,0.4302,5500.82,8151.65,1.4819,0.1622,1.1351,0.1683,8.0656,personal_tradicional
PER_01210,personal,0.328734,False,,No seleccionado,121,42,68432.47,102965.58,599.04,512.52,22,9,4,9,0.178,0.752,0.328,0.194,0.198,0.02,50,2.881,1368.65,2059.31,1.5046,0.1074,0.2562,0.2333,8.5337,personal_tradicional
PER_01066,personal,0.505139,False,,No seleccionado,64,64,19387.29,31141.6,280.28,231.58,31,8,7,4,0.531,0.452,0.5,0.131,0.157,0.208,70,1.0,276.96,444.88,1.6063,0.1719,0.6094,0.3873,8.318,personal_tradicional
PER_02157,personal,0.451843,False,,No seleccionado,98,89,115153.89,172496.31,1067.11,959.5,5,5,10,1,0.177,0.747,0.336,0.029,0.335,0.077,26,1.1011,4429.0,6634.47,1.498,0.1122,0.102,0.1807,9.0737,personal_tradicional
PER_01063,personal,0.230675,False,,No seleccionado,38,153,59844.01,73246.47,1355.74,1065.93,37,12,3,3,0.144,0.844,0.101,0.192,0.1,0.438,15,0.2484,3989.6,4883.1,1.224,0.1579,1.2895,0.1457,8.6682,personal_tradicional
PER_02617,personal,0.188552,False,,No seleccionado,12,94,5590.53,7474.27,535.2,365.85,33,4,1,1,0.484,0.439,0.097,0.104,0.193,0.077,16,0.1277,349.41,467.14,1.337,0.1667,3.0833,0.2283,7.0291,personal_tradicional
PER_01168,personal,0.709738,True,3.0,Negocio digital,96,149,55599.89,93401.41,601.52,550.46,15,7,8,6,0.488,0.466,0.226,0.431,0.342,0.285,9,0.6443,6177.77,10377.93,1.6799,0.1458,0.2292,0.3817,9.5684,personal_tradicional
PER_01493,personal,0.38568,False,,No seleccionado,64,129,36246.47,52270.5,588.65,472.45,11,5,2,4,0.152,0.775,0.395,0.374,0.057,0.116,16,0.4961,2265.4,3266.91,1.4421,0.0938,0.25,0.307,9.0188,personal_tradicional
PER_02882,personal,0.560456,False,,No seleccionado,86,103,46795.14,60107.07,505.98,424.76,37,7,6,3,0.432,0.539,0.156,0.388,0.252,0.296,29,0.835,1613.63,2072.66,1.2845,0.1047,0.5116,0.3253,9.0892,personal_tradicional
PER_00885,personal,0.506037,False,,No seleccionado,63,147,18295.09,18668.74,350.02,272.34,59,8,6,4,0.5,0.493,0.487,0.416,0.35,0.378,31,0.4286,590.16,602.22,1.0204,0.1587,1.0635,0.4677,9.1337,personal_tradicional
PER_00144,personal,0.233207,False,,No seleccionado,79,92,34110.13,37748.09,439.94,299.37,28,8,7,2,0.148,0.796,0.368,0.118,0.157,0.02,6,0.8587,5685.02,6291.35,1.1067,0.1139,0.4557,0.2113,8.8914,personal_tradicional
PEL_00352,personal,0.252073,False,,No seleccionado,78,81,36778.07,45009.95,467.23,384.1,18,4,10,6,0.042,0.88,0.347,0.034,0.209,0.182,65,0.963,565.82,692.46,1.2238,0.2051,0.2821,0.141,8.7513,personal_comportamiento_empresarial_latente
PER_00851,personal,0.400896,False,,No seleccionado,53,45,53745.36,82442.48,987.22,671.86,51,7,1,1,0.447,0.48,0.137,0.168,0.142,0.041,18,1.1778,2985.85,4580.14,1.5339,0.0377,1.0943,0.2507,7.7774,personal_tradicional
PER_02783,personal,0.678943,True,3.0,Negocio digital,97,62,66396.91,106780.71,749.24,630.32,14,10,3,2,0.495,0.456,0.534,0.232,0.284,0.273,89,1.5645,746.03,1199.78,1.6082,0.0515,0.2474,0.4203,8.702,personal_tradicional
PER_00718,personal,0.247367,False,,No seleccionado,72,101,51148.33,62883.12,694.93,625.37,5,6,7,4,0.131,0.805,0.08,0.345,0.159,0.039,34,0.7129,1504.36,1849.5,1.2294,0.1528,0.1528,0.1853,8.8919,personal_tradicional
PEL_00237,personal,0.673662,True,4.0,Operador estacional,145,86,118545.58,128008.11,901.72,712.91,20,3,4,2,0.388,0.59,0.372,0.217,0.116,0.315,49,1.686,2419.3,2612.41,1.0798,0.0414,0.1586,0.3257,9.4312,personal_comportamiento_empresarial_latente
PER_02503,personal,0.520335,False,,No seleccionado,69,135,59965.76,84857.31,789.92,583.5,17,8,2,2,0.289,0.661,0.249,0.442,0.114,0.056,57,0.5111,1052.03,1488.72,1.4151,0.058,0.3623,0.3267,9.1395,personal_tradicional
PER_00265,personal,0.155882,False,,No seleccionado,66,122,15745.35,26247.48,241.92,182.62,24,3,5,2,0.172,0.828,0.004,0.293,0.235,0.092,77,0.541,204.49,340.88,1.667,0.1061,0.4091,0.1563,8.9938,personal_tradicional
PER_00076,personal,0.335122,False,,No seleccionado,37,110,36767.06,60043.33,878.34,643.35,38,9,3,2,0.202,0.749,0.463,0.214,0.249,0.122,34,0.3364,1081.38,1765.98,1.6331,0.1351,1.2703,0.293,8.3116,personal_tradicional
PER_02493,personal,0.476369,False,,No seleccionado,93,140,88232.01,106286.09,816.88,609.86,27,7,10,6,0.215,0.707,0.26,0.288,0.406,0.341,3,0.6643,29410.67,35428.7,1.2046,0.172,0.3656,0.2543,9.4743,personal_tradicional
PER_00396,personal,0.235261,False,,No seleccionado,95,34,38244.37,40508.67,363.86,279.07,47,7,11,2,0.248,0.686,0.144,0.133,0.201,0.281,9,2.7941,4249.37,4500.96,1.0592,0.1368,0.5684,0.175,8.0805,personal_tradicional
PER_02968,personal,0.658294,True,1.0,Comerciante intensivo,132,136,72831.44,119593.95,521.09,419.77,54,3,9,8,0.624,0.355,0.216,0.198,0.164,0.058,11,0.9706,6621.04,10872.18,1.6421,0.1288,0.4318,0.346,9.7955,personal_tradicional
PER_02225,personal,0.203281,False,,No seleccionado,22,67,21474.75,23911.92,1045.92,918.76,27,4,3,1,0.302,0.673,0.08,0.182,0.187,0.02,39,0.3284,550.63,613.13,1.1135,0.1818,1.4091,0.188,7.2964,personal_tradicional
PEL_00187,personal,0.570187,False,,No seleccionado,211,97,171919.69,265208.75,837.87,756.36,39,10,16,15,0.05,0.876,0.474,0.125,0.136,0.139,71,2.1753,2421.4,3735.33,1.5426,0.1469,0.2322,0.2163,9.9266,personal_comportamiento_empresarial_latente
PER_00397,personal,0.425153,False,,No seleccionado,98,101,38337.09,46007.67,451.43,306.99,14,8,2,2,0.412,0.535,0.322,0.015,0.231,0.101,72,0.9703,532.46,639.0,1.2001,0.0408,0.2245,0.2497,9.2002,personal_tradicional
PER_01366,personal,0.410669,False,,No seleccionado,73,146,76801.54,101898.84,1084.89,894.85,18,4,5,5,0.448,0.544,0.061,0.087,0.05,0.02,73,0.5,1052.08,1395.87,1.3268,0.137,0.3014,0.1987,9.2742,personal_tradicional
PEL_00141,personal,0.296177,False,,No seleccionado,41,37,36591.03,44209.71,853.45,680.99,32,10,5,1,0.139,0.809,0.129,0.339,0.202,0.106,38,1.1081,962.92,1163.41,1.2082,0.1463,1.0244,0.2023,7.3251,personal_comportamiento_empresarial_latente
PER_01904,personal,0.638525,True,2.0,Profesionista independiente,49,65,59926.41,99289.24,1157.4,916.11,6,4,4,1,0.549,0.451,0.215,0.29,0.125,0.309,21,0.7538,2853.64,4728.06,1.6569,0.102,0.2041,0.3513,8.0665,personal_tradicional
PER_00596,personal,0.372347,False,,No seleccionado,89,78,45720.29,68515.41,501.82,355.55,14,10,9,1,0.211,0.711,0.181,0.18,0.256,0.226,56,1.141,816.43,1223.49,1.4986,0.1124,0.2697,0.1907,8.8455,personal_tradicional
PER_02110,personal,0.32435,False,,No seleccionado,123,85,64317.57,100250.11,543.62,439.24,21,10,12,9,0.074,0.86,0.152,0.295,0.161,0.054,63,1.4471,1020.91,1591.27,1.5587,0.1707,0.252,0.1737,9.2549,personal_tradicional
PER_01297,personal,0.388581,False,,No seleccionado,30,70,28354.97,47616.78,1111.81,882.59,38,4,4,1,0.757,0.196,0.206,0.407,0.157,0.067,26,0.4286,1090.58,1831.41,1.6793,0.1667,1.4,0.4567,7.6502,personal_tradicional
PER_01822,personal,0.52076,False,,No seleccionado,64,42,54059.91,76085.48,820.49,729.34,35,7,7,3,0.384,0.538,0.203,0.126,0.287,0.281,19,1.5238,2845.26,4004.5,1.4074,0.1562,0.6562,0.2377,7.8969,personal_tradicional
PER_00873,personal,0.363971,False,,No seleccionado,40,86,11104.94,16246.64,293.9,219.73,41,6,3,3,0.639,0.288,0.197,0.065,0.097,0.153,40,0.4651,277.62,406.17,1.463,0.15,1.175,0.3003,8.1435,personal_tradicional
PEL_00317,personal,0.384728,False,,No seleccionado,61,75,69666.58,90230.22,1271.69,969.59,32,5,6,2,0.315,0.633,0.034,0.415,0.163,0.194,3,0.8133,23222.19,30076.74,1.2952,0.1311,0.6066,0.2547,8.4286,personal_comportamiento_empresarial_latente
PER_02327,personal,0.498845,False,,No seleccionado,81,76,18984.25,25825.71,285.71,251.91,51,8,10,4,0.537,0.389,0.33,0.029,0.218,0.284,27,1.0658,703.12,956.51,1.3604,0.1728,0.7284,0.2987,8.7253,personal_tradicional
PER_01549,personal,0.096416,False,,No seleccionado,48,118,17653.33,21046.23,432.18,308.91,48,6,4,1,0.139,0.824,0.164,0.017,0.166,0.18,78,0.4068,226.32,269.82,1.1922,0.1042,1.125,0.1067,8.6421,personal_tradicional
PER_00037,personal,0.225944,False,,No seleccionado,20,113,12000.2,16253.32,727.74,658.6,21,12,1,1,0.231,0.705,0.146,0.058,0.443,0.437,35,0.177,342.86,464.38,1.3544,0.1,1.65,0.145,7.7236,personal_tradicional
PER_02711,personal,0.135962,False,,No seleccionado,35,92,25948.14,35561.15,884.38,806.12,37,6,3,3,0.1,0.872,0.08,0.084,0.279,0.082,89,0.3804,291.55,399.56,1.3705,0.1714,1.2286,0.088,8.0774,personal_tradicional
PER_02944,personal,0.39087,False,,No seleccionado,87,111,63771.63,77223.8,800.36,699.65,49,4,8,7,0.211,0.75,0.18,0.301,0.053,0.142,13,0.7838,4905.51,5940.29,1.2109,0.1724,0.6092,0.2307,9.1755,personal_tradicional
PER_02144,personal,0.299943,False,,No seleccionado,37,106,10808.65,14437.88,310.98,261.13,33,6,5,1,0.345,0.638,0.167,0.426,0.45,0.72,35,0.3491,308.82,412.51,1.3358,0.1622,1.0541,0.3127,8.2746,personal_tradicional
PER_02980,personal,0.294909,False,,No seleccionado,41,66,15240.21,16226.39,398.63,310.04,34,8,4,3,0.364,0.619,0.205,0.13,0.173,0.281,82,0.6212,185.86,197.88,1.0647,0.1707,1.0244,0.233,7.9036,personal_tradicional
PER_00978,personal,0.581062,False,,No seleccionado,75,105,49878.61,74525.83,614.95,558.35,16,13,5,6,0.175,0.766,0.528,0.346,0.424,0.449,90,0.7143,554.21,828.06,1.4941,0.1467,0.3867,0.3497,8.9716,personal_tradicional
PER_01572,personal,0.352404,False,,No seleccionado,99,82,48156.37,68890.45,512.75,383.36,27,11,13,7,0.055,0.912,0.356,0.126,0.058,0.121,30,1.2073,1605.21,2296.35,1.4306,0.202,0.3838,0.179,9.002,personal_tradicional
PER_01123,personal,0.365736,False,,No seleccionado,84,107,53509.91,78904.35,545.54,478.47,43,8,5,4,0.291,0.631,0.177,0.09,0.123,0.135,22,0.785,2432.27,3586.56,1.4746,0.1071,0.6071,0.186,9.1038,personal_tradicional
PER_02787,personal,0.264663,False,,No seleccionado,42,77,42351.52,63708.29,957.57,861.32,24,4,5,3,0.099,0.837,0.103,0.51,0.044,0.141,15,0.5455,2823.43,4247.22,1.5043,0.1905,0.6667,0.2373,8.0818,personal_tradicional
PER_02240,personal,0.690253,True,4.0,Operador estacional,117,61,137665.23,157658.43,1007.17,707.31,16,9,4,4,0.366,0.594,0.222,0.287,0.449,0.163,83,1.918,1658.62,1899.5,1.1452,0.0684,0.2137,0.2917,8.8732,personal_tradicional
PER_02505,personal,0.517299,False,,No seleccionado,57,51,21889.45,34701.19,342.99,256.93,25,7,3,1,0.708,0.275,0.501,0.194,0.145,0.366,73,1.1176,299.86,475.36,1.5853,0.0702,0.5614,0.4677,7.9752,personal_tradicional
PER_01893,personal,0.360723,False,,No seleccionado,16,57,14918.94,21805.66,795.87,607.21,10,6,2,1,0.343,0.61,0.218,0.077,0.45,0.306,17,0.2807,877.58,1282.69,1.4616,0.1875,1.0,0.2127,6.8167,personal_tradicional
PER_00676,personal,0.52808,False,,No seleccionado,120,100,75318.14,98120.46,559.57,482.75,28,6,14,8,0.261,0.688,0.478,0.382,0.156,0.109,46,1.2,1637.35,2133.05,1.3027,0.1833,0.2833,0.3737,9.3927,personal_tradicional
PER_02809,personal,0.438342,False,,No seleccionado,59,145,14184.26,20157.86,214.52,185.27,34,13,4,4,0.215,0.778,0.168,0.339,0.325,0.234,61,0.4069,232.53,330.46,1.4211,0.1356,0.7966,0.2407,9.0544,personal_tradicional
PER_00729,personal,0.87576,True,4.0,Operador estacional,135,123,197443.41,229352.27,1353.62,1144.99,32,12,13,11,0.397,0.531,0.364,0.154,0.077,0.222,28,1.0976,7051.55,8191.15,1.1616,0.1778,0.3259,0.305,9.7175,personal_tradicional
PER_00413,personal,0.229526,False,,No seleccionado,82,15,49575.88,55853.62,628.7,561.07,43,7,8,6,0.182,0.776,0.512,0.081,0.083,0.462,35,5.4667,1416.45,1595.82,1.1266,0.1707,0.6098,0.2583,7.1156,personal_tradicional
PER_01517,personal,0.695775,True,3.0,Negocio digital,65,138,29634.71,35062.2,552.68,392.02,18,10,2,4,0.436,0.522,0.373,0.375,0.348,0.109,48,0.471,617.39,730.46,1.1831,0.0923,0.4308,0.3947,9.1018,personal_tradicional
PER_01650,personal,0.64443,True,2.0,Profesionista independiente,47,144,79637.92,101186.15,1471.05,1012.22,30,7,4,3,0.45,0.541,0.296,0.118,0.296,0.058,20,0.3264,3981.9,5059.31,1.2706,0.1489,0.7872,0.288,8.8201,personal_tradicional
PER_00826,personal,0.541245,False,,No seleccionado,46,82,22499.27,36018.59,576.5,435.67,5,5,6,1,0.668,0.281,0.219,0.198,0.117,0.079,50,0.561,449.99,720.37,1.6009,0.1522,0.2174,0.3617,8.2356,personal_tradicional
PER_00617,personal,0.295327,False,,No seleccionado,54,33,54611.21,84271.32,940.14,788.62,53,12,4,3,0.146,0.779,0.237,0.165,0.147,0.127,14,1.6364,3900.8,6019.38,1.5431,0.1296,1.2037,0.1827,7.4861,personal_tradicional
PER_00115,personal,0.50499,False,,No seleccionado,75,52,51291.64,70534.61,718.63,604.32,18,10,5,1,0.29,0.645,0.154,0.285,0.079,0.287,37,1.4423,1386.26,1906.34,1.3752,0.08,0.3733,0.243,8.269,personal_tradicional
